Samples,Class_diet,Class_wght,Order,Batch,235.9261_0.47,356.9275_0.55,434.8719_0.56,288.9364_0.56,304.9139_0.56,146.9612_0.56,130.9663_0.56,158.9786_0.56,174.9561_0.57,114.9888_0.57,226.9672_0.57,112.9856_0.61,306.9189_0.61,203.0205_0.69,78.9512_0.69,395.0961_0.69,286.7720_0.69,578.5618_0.70,794.4212_0.70,576.5647_0.70,620.5464_0.70,618.5492_0.70,556.5961_0.70,284.7747_0.70,566.7784_0.70,564.7813_0.70,94.9249_0.70,92.9278_0.70,460.6474_0.70,520.6032_0.70,518.6061_0.70,214.8363_0.70,516.6091_0.70,96.9221_0.70,564.5849_0.70,562.5877_0.70,560.5907_0.70,558.5934_0.70,498.6379_0.70,274.9885_0.70,272.9913_0.70,448.6675_0.70,458.6505_0.70,506.6266_0.70,272.7949_0.70,440.6793_0.70,330.7535_0.70,266.8037_0.70,270.7978_0.70,268.8008_0.70,208.8451_0.70,324.7622_0.70,502.6322_0.70,212.8393_0.70,500.6351_0.70,504.6292_0.70,328.7564_0.70,210.8422_0.70,382.7208_0.70,326.7593_0.70,446.6707_0.70,444.6737_0.70,388.7122_0.70,442.6765_0.70,386.7151_0.70,384.7180_0.70,145.0619_0.70,154.8807_0.70,252.8271_0.70,152.8836_0.70,150.8866_0.70,76.9541_0.71,215.0327_0.71,124.0074_0.71,146.0459_0.71,164.8361_0.72,162.8390_0.72,160.8420_0.72,199.8049_0.75,193.8154_0.75,195.8109_0.75,197.8079_0.75,201.8019_0.75,163.8467_0.76,161.8498_0.77,207.8367_0.77,205.8397_0.77,125.8732_0.78,127.8702_0.78,226.9963_0.79,173.0091_0.80,179.0561_0.80,144.9673_0.82,146.0823_0.83,87.0086_0.84,154.9281_0.84,243.0622_0.84,116.0718_0.84,101.0244_0.92,133.0142_0.93,145.0143_0.94,135.0312_0.96,146.9830_0.97,201.0381_0.97,185.0643_0.97,231.9675_0.97,89.0243_0.97,78.9589_0.97,96.9694_0.97,208.9830_0.99,128.0354_1.03,383.1224_1.15,163.0401_1.15,216.0433_1.16,300.0250_1.16,248.0540_1.16,180.0667_1.16,189.0405_1.17,292.1402_1.18,117.0194_1.27,130.0874_1.27,267.0735_1.30,134.8653_1.52,132.8677_1.52,103.0402_1.56,115.0402_1.98,147.0452_2.11,164.0718_2.11,232.0592_2.12,117.0558_2.71,116.0506_2.87,203.0827_2.88,271.0701_2.89,181.0508_2.92,129.0558_3.21,181.0063_3.26,198.0328_3.27,266.0201_3.28,374.2219_3.44,178.0511_3.54,134.0612_3.54,212.0024_3.54,330.0960_3.54,129.0559_3.54,281.1009_3.55,246.0386_3.55,197.0433_3.55,167.0384_3.62,230.0129_3.75,131.0715_3.81,74.0246_3.90,192.0668_3.90,283.0825_4.06,187.0072_4.11,253.0178_4.19,173.0820_4.20,226.0180_4.59,204.0667_4.61,181.0541_4.65,187.0978_4.90,144.0456_4.94,498.2896_5.87,229.0541_5.97,464.3019_6.26,465.3052_6.62,533.2926_6.62,601.2797_6.62,452.3018_6.66,448.3068_6.66,329.2334_7.09,453.2859_7.23,407.2803_7.57,448.3069_7.65,391.2854_7.75,437.2910_7.76,329.2334_7.86,361.9981_8.57,562.3148_8.61,538.3150_8.83,338.9821_8.93,476.2784_9.14,504.3096_9.19,632.3179_9.19,564.3307_9.19,588.3307_9.22,315.2541_9.26,614.3464_9.48,676.3053_9.60,480.3097_9.62,608.3179_9.62,540.3307_9.62,361.9981_9.66,634.3337_9.95,566.3463_9.95
QC-3_neg_2a,QC , QC,11,1,71989.8328,25273.5952,200153.4659,103320.069,430788.9918,202728.0627,28078.6837,44200.3236,505239.1964,21432.4886,41897.9675,377285.9236,87573.2044,21972.4428,17690.9273,37974.0004,15027.3147,17993.7459,18975.3652,21180.3094,23067.8125,24781.3049,16503.7679,22218.7782,25106.1512,25411.9799,711028.3921,1047026.426,15446.3585,12730.3505,16406.7617,22276.4563,12838.7742,124040.642,31409.1099,61853.6621,75471.9086,50757.1134,18855.9914,31277.9206,49204.7549,16440.2967,14065.1825,26336.6752,74028.5514,25913.0713,32038.6026,234458.5255,234002.2848,365928.9651,172471.8045,44518.9447,79698.6889,103636.5779,62030.7635,57151.1015,72334.8981,211975.5065,29961.8556,86074.0848,44087.4575,76457.118,32968.6548,65587.4467,60324.1425,65551.704,77146.8124,67510.2726,16765.0677,207293.6755,223491.9298,25102.4028,1022492.88,31229.3113,31169.2351,38636.465,124276.7833,140348.3012,262415.1617,25677.0659,434516.7109,545716.523,56702.6387,50798.7131,54443.8406,35818.5162,34029.4904,56640.4373,35501.5544,33827.5192,18776.2949,62188.3867,17794.6538,39127.2828,91239.2801,33702.7197,31782.192,12938.3486,45609.7847,30452.4391,42459.4036,108347.2154,23700.4431,122269.4848,26255.7335,61140.0823,2971083.654,885425.9629,1285902.073,57541.0641,172406.384,49186.3655,22173.6309,31403.1334,28447.9015,19441.6076,783560.5345,64819.6228,13980.9904,65963.9333,244232.6177,164999.8547,22230.4454,23611.8159,59680.1723,83577.1655,34710.5069,340230.4551,19844.7924,71882.198,24777.8869,649375.7897,34042.3398,53691.079,414034.001,47051.2439,586924.2396,29314.9468,18543.4906,969842.8122,136808.3114,220154.2622,13488.6168,627964.8792,14975.7127,16118.5143,25920.9696,36759.1594,35622.5688,38404.0629,55911.9673,157675.4295,175599.91,153196.6714,32975.6512,23739.3766,231709.2073,35480.0123,27412.8801,84979.9824,33404.7305,48544.681,41496.9688,43115.7227,3603767.839,177533.996,35691.8981,43634.8554,170584.8591,127668.1514,47475.0728,25256.164,30778.3058,26140.8815,63974.0105,82112.9668,21193.9374,20807.0175,36184.24,22333.5463,37767.2635,19927.1263,30565.8935,483541.0178,130394.8412,147033.5626,15209.5442,10273.1802,22759.7248,33373.1863,457194.597,35538.3605,19412.1174,217375.5872
QC-4_neg_2a,QC , QC,12,1,66168.9582,25025.3646,196221.9386,112997.3865,438171.6677,202381.0485,28704.5045,50158.3741,516683.3868,26316.9606,40815.6651,385409.3369,88321.0847,22572.7814,14611.1996,38738.5685,16022.9315,16367.2036,19593.9726,18151.0633,20992.6182,24126.2898,16550.9077,22647.6472,23836.5302,25567.719,721767.4913,1046187.202,15463.9604,12261.5438,17946.65,23858.677,13846.7601,123630.156,33043.6533,61497.234,75754.1006,52399.5061,19096.5667,28768.0822,50632.7055,18206.9037,12905.7049,25840.1254,75613.7851,24795.7252,31214.9912,230928.6907,238869.5429,364322.7412,168630.358,47285.0041,83172.4187,112293.3593,61882.2565,60282.3325,69617.3571,222831.2799,27244.3831,89517.8541,44827.1286,73920.4633,29752.0091,68526.3795,63050.0587,63782.8324,80405.3758,68231.6263,18476.5327,210578.6066,219441.6065,28096.0495,1014425.903,33984.3613,37338.0684,36387.5301,125319.2209,135890.5325,261519.9936,26155.0362,445853.9807,538085.4921,58828.1783,49714.2468,52650.4565,31701.5506,25911.3316,53146.7115,34090.5682,67114.6497,33024.3148,69614.8145,17696.8888,38384.7997,93536.9911,36370.4214,35900.7108,15683.5632,45899.592,33827.7195,46400.1965,108148.698,21101.0689,123987.3265,25063.9207,57113.2387,2999466.028,1080535.378,1287935.736,57879.5886,169110.0102,47858.7045,23908.9829,33129.6925,32403.46,17753.8162,774570.4566,65341.5057,22981.8428,65587.8623,260524.6518,147029.1577,20612.6776,14451.7084,69823.6819,89300.0204,33442.0792,340188.4845,17630.0101,76514.7991,25371.0263,665903.0777,30984.8204,51285.2438,417058.248,46660.5026,564959.5921,25772.7538,17092.303,958519.3831,135302.8506,209248.3535,13919.1486,619222.4953,15187.8612,15787.3657,18888.151,35815.4169,35679.8515,39946.8309,56382.3761,157323.2147,174714.881,151980.2822,21178.33,22684.152,230314.189,33781.8449,29009.3652,80556.1892,35296.3485,44660.5659,46121.4557,43863.9746,3479925.208,175325.9984,30078.995,38115.8489,168957.908,129178.3696,51032.6081,28368.9964,34311.2818,26527.7895,62578.463,77219.5077,21060.8102,22227.0269,39645.7726,15288.9973,44786.3684,23281.5942,37631.4921,538934.9223,138317.4285,141430.6796,17730.5389,11471.0219,28820.8942,41348.6099,520518.5937,39205.1103,20684.2893,259403.0881
Plasma_neg_25,adequate , low,13,1,74322.2729,23275.7565,206372.6434,85637.7814,451893.747,206352.3744,27422.3097,35673.987,520573.8974,20351.5635,35444.5404,394549.4698,92037.9018,22328.8405,22893.4866,44884.3516,16983.2851,18849.9944,18908.9601,18162.0711,22919.8257,22511.1477,15843.9099,20729.18,25465.8285,29012.5736,725572.62,1046367.462,11025.6995,12537.0483,17382.8853,23221.9344,10321.7455,122198.541,33594.9058,62775.1499,79207.4402,46751.9879,19378.6637,35227.738,55920.2167,18839.4971,13748.5622,27840.7059,74207.138,26309.1054,33012.7586,227923.4642,233798.1686,363717.7307,176524.0381,46560.7925,81288.3535,109715.6192,53640.9544,56300.9625,67530.9373,229069.5783,26371.5979,87407.6989,45338.1019,77570.3569,30318.9046,65143.4504,63268.5111,64281.0994,85484.6371,75469.6376,20625.4714,215580.169,227371.9174,30638.6028,1081821.801,19487.9423,31008.1663,43781.6288,133360.2128,149378.4841,295561.4179,25471.248,504200.3592,607425.1381,60972.5857,54717.2931,58331.0653,37753.7528,38428.5503,59229.2825,38831.1843,24780.146,10689.5266,99717.5488,14488.3277,39868.4016,56749.3895,51611.9733,45006.6777,18839.0255,60285.833,24966.0997,51005.7313,70215.8465,18684.2406,87441.249,15228.2104,25972.8982,1447233.009,457501.8122,636920.5744,22391.5273,213479.9296,64131.3487,27947.8335,37013.3187,26428.3126,20923.7534,889029.8604,52301.3734,10158.623,65842.5388,314021.7503,72773.274,19091.4942,17538.4772,45807.1084,84971.7906,43261.1698,436981.5044,17834.5559,97243.5491,25913.8974,659326.1812,39846.5708,70780.6699,396392.3632,47896.5448,587628.6691,27092.0689,17421.3427,170414.6629,22952.8975,159977.1952,14487.0361,733513.2182,24885.8371,6586.1155,35919.6326,62201.6711,44884.622,46530.8543,88347.9374,245480.0789,257482.8657,173082.6279,1909.5718,21784.8039,249908.3477,45880.3093,42629.7988,72481.9858,44085.1579,15922.9339,,7738.0094,3399772.714,165530.0973,31426.6452,38507.4833,179071.0517,130169.6386,,27657.8079,16363.0543,17438.6991,42048.4606,79213.8966,24061.2495,23930.6586,43131.0207,22973.162,45370.4114,25624.0083,43514.047,582085.3157,119905.1402,147710.4563,12878.7165,10668.7512,28889.2352,44638.2756,549319.7757,39588.1298,24383.3326,263115.7654
Plasma_neg_26,restricted , low,14,1,70312.0894,25194.0254,199062.1549,98563.6937,443886.48,204914.3483,27747.5539,41868.9201,516417.6794,21888.207,42546.8168,396178.3242,87617.767,21488.9416,18828.1484,36684.3312,15512.0047,19889.0737,20977.5912,19625.5967,20578.6325,25506.9137,17188.2573,20054.0561,25152.7443,24003.4458,735968.5282,1033662.102,11851.7144,12996.0512,16163.9666,25487.0137,11516.3209,126401.2829,36878.9549,64723.4168,81804.1898,53301.1459,20624.6953,29290.7986,47373.034,17326.4575,13767.8373,30080.7617,76701.4371,25099.4052,32295.1252,231605.3748,238461.7018,374245.1456,171854.6094,51452.2706,83859.7477,110083.9783,66914.2037,58713.053,71484.37,225387.9052,23412.8609,91254.9895,47201.0161,74858.8448,29878.1869,69026.9753,64049.3312,67163.0439,66828.6041,71416.1532,18108.3166,216425.6682,219075.0839,27315.3662,895832.8474,21084.3007,27538.455,41657.3686,128871.4465,146289.8526,293201.7717,24776.8154,495036.9148,614114.4408,64018.3432,54276.7672,52636.3656,24544.0684,33022.5664,55424.7471,37037.671,80787.3439,32325.5677,82801.2178,17280.215,44875.5114,75666.1134,51625.2187,51345.3919,13722.265,28234.7058,17904.3089,23057.8413,94210.9733,25294.9236,134192.6759,25114.467,43634.3482,2212588.595,1244818.883,839151.9023,42327.0433,175610.8724,41066.7258,17143.0536,26291.9868,24434.7674,21540.7288,618147.2025,86963.9873,22566.4183,39417.6539,208725.8783,107545.2832,15764.8168,17915.9139,72602.6307,99982.5776,28775.3077,285251.8176,16110.1842,178841.2964,11630.7525,281820.4006,23700.4246,48965.0017,440903.8672,44845.3542,579191.8445,30808.7606,22050.9816,102649.4654,12409.7605,149739.0109,10452.236,752947.7517,23830.7329,2917.9128,33278.5208,75586.1411,171798.5839,64810.2918,93426.2244,269576.0068,361468.1599,519724.2829,6362.6226,19162.8231,885836.2885,19844.8259,40468.7375,65386.208,17815.5587,32050.4514,,25690.2739,3497076.696,173363.0331,31034.1866,37114.9879,125086.6811,122935.0837,19274.205,28586.8226,36780.5771,43041.0844,108043.6359,80554.7341,21560.0888,18028.6089,31274.1687,24994.1345,31924.443,12580.1672,23276.3082,293676.0468,71070.3062,149582.0394,7300.852,7322.2206,23002.6723,35005.3016,418389.7375,32191.1723,12708.5146,149703.3189
Plasma_neg_27,adequate , low,15,1,68366.3976,24888.2923,197828.4299,97922.0445,432635.1477,202554.7022,27370.2765,40916.1929,496110.8616,20130.1992,37600.9582,409422.3059,90463.8383,23905.2211,15106.529,35548.3885,16100.8935,17759.587,18355.129,19100.1186,20834.6298,23882.5659,16301.4696,20689.4568,26871.9831,22642.77,705609.3343,1006204.631,14987.5952,13499.3323,15997.9362,23122.167,11960.1861,117013.008,35972.4756,64799.9485,75164.3797,50485.8747,21171.4376,30732.3921,50244.7109,18447.5795,13434.2167,26141.4028,69608.3184,25295.95,29954.8488,224348.723,227924.0462,354968.3926,160515.0836,44712.4511,79498.2685,103671.8831,60671.5574,57956.0292,67437.5624,216686.1051,28061.4836,86925.256,48812.1414,75258.1904,28431.854,67823.4986,61816.5273,68589.8731,79526.4013,68294.9511,16762.7423,206531.1134,213897.8066,27259.9201,992312.722,23284.3445,24885.7378,43268.6968,138480.4174,145625.7291,290904.7458,30686.1861,485219.7335,609650.8462,68845.837,49976.1031,51610.8886,33418.7017,33609.3949,51983.0317,34275.2008,71571.7073,33414.7568,85958.704,18542.9107,39193.4497,77701.8957,27468.3936,28792.2591,16092.6325,21763.7488,18100.6317,21330.082,71614.7616,21894.6389,114409.436,22757.319,34906.9917,2030315.244,826155.6447,954049.3472,42653.0554,118436.8961,56782.6828,25963.5183,37844.254,32850.9191,22945.9666,938842.6756,53514.2275,30955.4228,40805.4434,269239.0663,145146.5102,17819.3584,14877.0729,78988.532,80513.2309,36430.5531,322077.702,18864.357,78353.497,27654.2568,789551.8635,43048.8048,60789.262,447016.1708,45955.6516,531572.1443,29376.2665,18347.5386,217621.8916,26188.4673,208923.7427,17550.5277,763021.048,21081.2761,7564.7982,31927.6976,52170.7438,50729.8027,39785.3757,61034.8856,168535.3995,142090.1034,137482.0094,419.086,22156.839,350343.1731,39297.6173,33610.4603,89071.3401,41088.0523,46927.1868,,21138.2044,3384404.939,170758.4775,34108.25,37423.153,174665.071,130124.7452,2326.1661,30241.0281,9127.2596,14536.97,31242.1033,82201.4393,21346.8037,20656.975,44506.8607,21461.0598,44597.469,18987.0566,33439.9732,497018.6613,102782.6032,148223.3275,12371.4617,13818.549,36502.1718,53679.482,643337.4779,36925.6745,22177.3184,252107.8597
Plasma_neg_28,restricted , low,16,1,74582.2734,24870.6028,191658.4649,102173.2967,432526.1579,196906.2426,27547.594,46066.5616,509208.3399,24216.8623,43268.9305,395442.1975,94115.2579,19927.3095,16724.9183,41955.465,16445.7468,16919.3642,21491.1912,20020.9115,23745.2842,24877.2315,13986.266,17423.2561,26886.312,26660.4123,716178.3887,1016835.566,14947.9138,12696.4271,14725.1884,22065.7651,13960.0816,120873.7376,37091.9003,64806.491,77775.501,52053.633,21367.2637,32311.6773,50274.7083,18254.4715,13889.3515,28855.0675,75571.0416,23815.0711,32014.6064,227485.7433,241315.8647,368956.0835,170224.7566,46638.6119,86542.9605,106900.1851,58046.5915,64126.8535,70172.7473,221269.0041,28232.9613,86011.3631,49321.7395,77030.4327,31796.2754,71000.4452,65251.8078,63519.2529,70041.9842,71096.7105,15380.0206,212465.0676,224537.4832,26010.3828,990232.1669,18074.8132,23529.2395,35603.2354,122888.7171,137378.3996,255694.4786,27664.4465,436978.6653,535712.2222,58799.457,51128.417,53807.7638,34030.9743,37199.9798,51812.8315,31344.6169,38115.2632,19090.3876,57266.2505,17114.7276,53267.6099,51828.2601,30553.1233,42969.6965,14459.8175,31667.9343,19600.9739,30416.5241,106674.8512,20539.9943,100144.5191,16723.122,29438.6548,1680686.712,560996.7566,937850.0338,42417.5785,151044.5152,49937.3704,25131.4699,36348.1895,29876.1919,22441.6151,820957.4859,60070.1243,9715.9935,45782.1839,233631.8643,197747.5994,12918.8846,10839.7793,37506.4002,80513.0653,39639.0077,351716.2542,23499.1242,60143.819,26852.8308,712133.3888,38712.9929,48859.4739,339773.3421,44176.4059,534480.3603,27133.1698,19302.1921,202653.9509,27453.3397,152707.6433,15510.9423,1039452.465,17626.1382,7517.1642,27143.9423,118255.085,55248.6264,37658.9175,48697.0924,146740.6892,191462.8213,137142.0049,2897.6075,23198.8008,299388.5757,31890.8024,109158.7007,90988.4634,29750.0007,27590.4976,,25585.2092,3396013.611,164343.6255,29492.3007,40114.1293,171742.9672,138503.1648,9966.1757,26550.606,23816.9665,23821.3273,60409.9038,80553.8124,15719.519,21206.6465,32965.6932,25128.6442,39728.3892,21496.4658,33196.6237,488566.6057,100767.1024,145105.903,11519.4451,10459.1777,25434.6916,35050.8003,452190.5993,37792.2698,16235.5241,193256.2844
Plasma_neg_29,adequate , high,17,1,72585.3837,24679.0825,193969.5064,90827.225,435179.1071,202417.1339,28305.6878,40096.791,502069.7221,18159.6708,38518.0468,407282.5148,92093.7007,20267.9086,25896.1356,34275.5466,13981.0996,19381.2955,20037.4133,17526.1868,22529.4663,24840.0248,17443.9071,19497.5653,23370.0813,25365.1152,686153.2411,1008261.032,14038.4759,12042.0032,16237.7114,23242.17,11506.1326,121760.477,36377.7113,61745.3858,77013.3284,51521.7313,20168.7464,28978.6469,46949.3781,18809.0603,12798.3314,24450.8394,76656.307,24410.2065,30291.1382,228051.5615,230989.3958,361134.2928,167633.7653,44480.6712,81089.3,100478.4012,61459.0678,59984.6961,66541.4773,214405.0129,23147.9457,87925.3801,45817.7691,76042.3705,31997.4664,64396.0157,60591.4838,62135.3394,63723.0951,65768.1125,21589.4294,205790.2295,215766.9899,32234.5116,947777.4918,23710.9754,19893.0728,39929.7832,121903.9222,146636.0195,261154.4678,28601.8951,445413.9962,559840.7315,60482.8501,49664.6604,56713.4419,38245.95,34681.8709,60005.5992,40512.0368,18667.4568,10018.1948,89813.5611,14274.8658,37494.5521,52768.4648,45398.2906,29931.9143,18301.0042,11796.3984,13310.0372,21705.3282,108402.8551,27423.1497,125477.1825,25203.9211,39576.0245,1808800.176,1204478.085,692772.9754,29400.2873,139859.2212,70214.7511,29000.4304,40381.8111,30878.0826,23440.961,967635.1362,53218.0314,8207.3468,58649.118,272975.2777,150958.9358,15995.6162,14869.1837,67269.0933,98426.1276,34134.045,341704.7461,19241.3004,71781.8481,29769.3074,752099.4523,41635.7516,54317.6749,399232.6689,48148.4489,568854.628,28099.0271,18011.754,145948.1979,19119.3414,231492.014,12511.9393,1236401.98,24232.6787,4414.8806,37344.9929,23887.5424,33283.0161,45181.4394,38607.3698,104997.2198,127999.6906,98370.8168,29126.5191,20265.5687,190216.781,38050.6423,11241.0789,80592.1556,25180.5768,45684.5986,,31964.9901,3448723.782,177807.5182,29656.7332,41877.4395,231212.7006,124933.6918,874.8878,28492.3443,48868.4918,21190.8894,43919.0354,81195.0286,16230.493,22570.1295,44158.9081,14977.9961,46840.3115,21936.2729,40279.2885,529898.0143,143652.191,139491.364,23281.5588,11715.9362,24306.1705,39675.4264,542123.0839,28058.5836,17904.6966,268271.8494
Plasma_neg_30,adequate , low,18,1,64067.1703,27225.596,197484.8607,95529.9176,443252.428,204075.1612,28042.7853,42187.7095,507670.7312,21135.7944,41907.3163,404584.7467,93193.2991,27289.265,14963.6652,43991.5217,15457.4153,17270.9425,18812.6106,17525.3431,22183.4952,24265.3237,15165.6016,21305.9851,29393.3457,26759.2015,705227.9054,1012277.525,14948.1299,13050.5516,17520.0607,20786.0817,13059.2114,118985.6132,32106.6219,59717.5553,72704.38,47994.657,20516.7602,36016.9175,55784.1914,18200.5437,14302.3282,23084.953,71921.0121,25157.3301,26003.2535,212224.4205,227101.9581,335807.1334,166125.4594,46359.7927,73657.2872,111051.492,56537.5746,58453.8543,68343.9379,220210.4553,26507.9363,82561.7048,46360.8488,74330.2039,29356.5246,67979.7161,62892.691,60284.0055,84145.3698,69843.2767,17669.0768,216057.2323,222987.0735,25701.0501,1104252.895,26738.4537,46390.2235,34277.3289,124268.7821,136592.4237,241757.6877,25106.0127,406722.3663,512021.5911,57209.1792,48461.008,51511.9849,29433.2331,30480.1983,53613.7653,33337.2682,57123.9241,26174.2233,65935.7219,22499.8345,34366.5347,125587.9832,30376.5723,33868.4358,21514.484,51954.3239,32511.0366,57253.3555,74167.0184,22577.6035,139055.1547,32381.0963,50371.9125,2860771.808,674322.8937,1056015.118,51955.3304,191797.4288,64530.6974,29228.9129,40066.3669,36812.8023,24061.4251,1016343.507,66805.6549,16818.0241,68946.0139,403787.0287,303887.3675,15369.2856,13206.9332,68230.4962,101514.7199,57622.2626,545394.4355,26954.5014,134892.639,25775.7042,724922.6673,36553.5087,72992.527,455585.0085,41459.3077,546320.5433,26729.8253,19631.6162,132484.7408,19151.2522,197635.7609,12658.3166,753707.6099,26958.3899,4698.8801,40486.1053,36141.7327,9029.0983,50032.9382,40286.8242,112252.3042,115277.8308,85261.7017,6488.6902,25146.8913,95043.3728,38922.6273,30994.5593,95478.3029,38595.4075,7134.5614,,2861.6296,3345951.003,175550.3426,33482.5151,40932.5279,39919.3879,127934.4059,21581.364,25573.6082,7020.9786,35785.8188,84257.0256,79863.1333,22588.9709,22695.7613,36317.1087,22711.2184,35235.681,20835.2465,37442.5151,490675.1595,99937.3871,153593.8266,15089.3484,10440.9309,26814.7175,37751.4692,461154.5386,34400.5716,22999.3051,275417.4451
Plasma_neg_31,restricted , high,19,1,71892.6557,24749.4649,198269.6499,101043.9334,443905.1167,201453.2321,29866.9477,39976.1829,510412.5989,17203.0975,40649.5568,400569.9086,94648.0564,21832.9388,21990.9149,26990.4605,14975.1656,15889.4381,18229.4105,18008.9421,22699.7593,22394.7919,15554.3043,18458.2048,20716.3213,20976.329,711635.8594,1040974.35,14282.6139,12900.6698,16379.9652,22664.8667,12884.9885,124548.6178,33189.6858,61018.0476,76087.0586,46421.2983,20839.754,28127.9488,41569.221,17674.0682,13633.0375,25000.7143,77525.7448,22427.0503,31820.3169,235991.6315,239529.7985,380293.4854,162709.276,46672.5986,79963.5121,104469.8633,63732.9275,59099.0292,68576.9842,208192.4442,24901.947,88334.9632,49191.2295,75862.7017,30220.8126,67149.7939,57640.7819,60493.6255,89107.9254,67352.3678,17358.3466,202279.3558,206629.9563,30075.6428,894135.7803,24265.8485,24765.3022,38520.666,125101.7075,138537.2512,253483.8066,25591.8815,421770.7643,526394.5221,55755.3217,49862.556,54664.0693,36555.1859,34663.9759,55356.1693,37159.1391,67117.0803,35762.9068,86705.4108,20866.5279,44196.9244,83224.5431,27638.8087,39766.0924,16532.1567,43707.3891,28948.6188,34046.4517,79583.4025,28554.3639,139502.0017,26797.3953,48178.8775,2489809.333,649301.7723,921910.1017,46356.0126,161483.1267,58024.9368,25917.8369,34684.9885,28722.0583,21505.8105,907767.778,69902.2932,22607.4786,58940.7324,286605.1587,85367.0047,12745.056,12154.3284,51381.6318,91489.932,40273.8952,373564.0588,20046.2101,85324.3344,25062.6033,670349.1217,36808.1518,70586.0999,399531.6608,43379.2887,554927.6032,27014.517,17491.7601,204367.1084,27356.1548,200083.7632,15436.95,765779.0385,26934.2137,6054.51,34239.9437,18908.5532,35538.3422,40737.0008,65961.8831,174129.4227,226519.5983,153609.4995,508.6552,26672.3825,476674.9463,39780.1846,16525.2804,100034.9946,35407.2927,9001.037,,13718.7421,3549029.956,187288.369,32930.4038,39454.9097,84708.0066,130388.13,17260.9083,26987.7161,13949.282,28660.7737,62742.5743,77436.0361,16500.2539,20059.4117,33448.2636,21446.7511,42126.0211,21918.7919,32044.0476,479830.812,132535.0385,140353.8234,16923.5513,7390.9386,22728.3273,32203.5204,394898.0522,32184.3462,19193.5397,215696.0463
Plasma_neg_32,adequate , low,20,1,72464.1414,23059.3453,192271.4909,102839.9658,428234.2,198880.5582,27275.3523,39497.5655,499165.8091,22717.5226,39891.2007,390595.322,89931.968,29313.7268,20802.9222,33791.4273,14017.1438,19182.3091,16704.2317,18355.1624,18487.0752,22426.9793,15701.7648,17303.5687,21607.679,21392.2141,674877.8008,1004010.414,12272.5586,11204.5299,13954.3153,22843.0907,12177.2488,121783.0347,30161.4281,59364.4461,68800.6846,45640.2127,19928.9347,24194.2252,43081.0562,14884.7895,13431.2909,24435.1137,74986.7207,25524.2282,28930.549,220883.9716,220957.3601,348049.2959,156735.4403,39718.4273,71906.6327,99211.2173,56545.0798,55954.0639,65144.954,204010.9392,25338.2205,79117.5229,43308.2245,68834.3284,28354.0949,62613.1734,55828.0479,59010.8763,98296.941,62563.8516,19701.5158,203041.4018,204339.7032,25286.7517,933690.474,37606.5318,40993.4581,34009.8639,121398.3387,130980.7564,262287.9927,27642.7452,431208.5152,535481.7585,57564.6808,48438.9915,50667.0303,33237.7007,32304.4139,51494.0426,35294.4678,41000.5866,21211.1525,47745.9269,19243.4463,32497.8959,76273.0554,27099.6299,31545.3913,14394.6317,28515.9737,23383.9883,35657.8059,172125.4226,20203.8703,126969.5381,23258.5398,45160.397,2406816.99,876318.1381,1164867.428,45826.5459,184816.8527,67875.0481,34347.6932,39069.0988,37107.8567,23524.3325,1080459.325,62642.6801,11198.6773,57933.8856,321026.0673,477305.1068,16238.7663,15152.4124,64673.1193,84273.3847,44875.7658,407816.1329,18418.1181,65297.5711,30994.8026,717812.11,38252.8989,74869.9567,368376.713,41692.8301,530627.2013,25754.4287,17055.4206,11416.2341,1122.5459,582827.4607,843.2611,673043.3521,21876.3901,,28125.2116,46735.5821,9252.8716,38409.7271,84843.0649,224449.2556,277591.077,290331.6363,3695.6362,25831.0092,121209.2821,41946.8375,28622.7531,97385.9164,34130.9318,23051.8742,,36345.9169,3503099.145,185291.0598,32485.6909,38074.6543,149156.4896,120184.683,49026.0089,24185.7852,25812.8416,42879.9473,103533.35,77933.028,20450.6475,18071.5178,29633.6396,24309.7638,25811.3205,15799.3638,26837.6602,326678.7629,91328.893,140210.8318,12158.2524,8704.3383,19418.2074,30981.9158,360666.3947,39271.5865,16018.9677,179770.0768
